Date,Product_ID,Product_Name,Category,Base_Price,Discount_%,Selling_Price,Competitor_Price,Units_Sold,Revenue,Region,Customer_Segment,Stock_Level,Cost,Gross_Profit_per_unit,Gross_Profit_Total,Margin_%,Price_Delta_vs_Competitor,Price_Elasticity_Score,Month,Month_Number,Year,MonthYear
2023-03-18,P101,Car Battery,Automotive,164.13,25,123.1,138.03,9.0,1107.9,West,Retail,162,120.9,2.2,19.8,1.79,-14.93,0.0112,Mar,3,2023,Mar 2023
2023-12-22,P105,Brake Pads,Automotive,257.53,20,206.02,188.87,2.0,412.04,East,Wholesale,148,191.44,14.58,29.16,7.08,17.15,0.0115,Dec,12,2023,Dec 2023
2023-11-17,P100,Wireless Headphones,Electronics,239.39,20,191.51,182.73,1.0,191.51,East,Retail,202,150.36,41.15,41.15,21.49,8.78,0.0117,Nov,11,2023,Nov 2023
2024-03-05,P103,T-Shirt,Apparel,160.35,10,144.32,137.29,8.0,1154.56,North,Retail,118,112.01,32.31,258.48,22.39,7.03,0.003,Mar,3,2024,Mar 2024
2023-04-12,P105,Brake Pads,Automotive,219.13,0,219.13,220.29,7.0,1533.91,West,Retail,186,148.76,70.37,492.59,32.11,-1.16,0.0115,Apr,4,2023,Apr 2023
2023-11-13,P107,Jeans,Apparel,134.91,5,128.16,131.66,6.0,768.96,West,Wholesale,204,91.73,36.43,218.58,28.43,-3.5,0.0022,Nov,11,2023,Nov 2023
2024-04-28,P103,T-Shirt,Apparel,224.77,20,179.82,204.49,7.0,1258.74,East,Retail,82,124.02,55.8,390.6,31.03,-24.67,0.003,Apr,4,2024,Apr 2024
2024-07-29,P103,T-Shirt,Apparel,174.39,25,130.79,121.91,1.0,130.79,North,Retail,270,114.36,16.43,16.43,12.56,8.88,0.003,Jul,7,2024,Jul 2024
2024-10-24,P101,Car Battery,Automotive,211.88,10,190.69,180.21,4.0,762.76,North,Retail,58,142.7,47.99,191.96,25.17,10.48,0.0112,Oct,10,2024,Oct 2024
2023-06-11,P106,Olive Oil,Grocery,133.99,20,107.19,108.68,6.0,643.14,North,Wholesale,212,77.34,29.85,179.1,27.85,-1.49,0.0111,Jun,6,2023,Jun 2023
2023-02-26,P102,Organic Rice,Grocery,149.25,25,111.94,120.76,2.0,223.88,South,Retail,199,104.21,7.73,15.46,6.91,-8.82,0.0121,Feb,2,2023,Feb 2023
2023-07-09,P100,Wireless Headphones,Electronics,216.23,0,216.23,220.06,3.0,648.69,West,Retail,137,142.03,74.2,222.6,34.32,-3.83,0.0117,Jul,7,2023,Jul 2023
2024-01-21,P101,Car Battery,Automotive,252.87,15,214.94,218.8,6.0,1289.64,East,Retail,158,162.17,52.77,316.62,24.55,-3.86,0.0112,Jan,1,2024,Jan 2024
2023-02-25,P101,Car Battery,Automotive,276.43,15,234.97,234.25,6.0,1409.82,West,Retail,158,177.21,57.76,346.56,24.58,0.72,0.0112,Feb,2,2023,Feb 2023
2023-10-07,P102,Organic Rice,Grocery,115.62,20,92.5,86.42,4.0,370.0,South,Retail,189,81.7,10.8,43.2,11.68,6.08,0.0121,Oct,10,2023,Oct 2023
2024-07-09,P100,Wireless Headphones,Electronics,97.15,10,87.44,82.9,1.0,87.44,West,Retail,111,67.78,19.66,19.66,22.48,4.54,0.0117,Jul,7,2024,Jul 2024
2024-01-18,P104,Bluetooth Speaker,Electronics,195.17,10,175.65,163.08,6.0,1053.9,West,Retail,147,109.86,65.79,394.74,37.46,12.57,0.0206,Jan,1,2024,Jan 2024
2024-10-10,P103,T-Shirt,Apparel,175.54,15,149.21,150.06,6.0,895.26,South,Retail,211,98.34,50.87,305.22,34.09,-0.85,0.003,Oct,10,2024,Oct 2024
2024-01-22,P105,Brake Pads,Automotive,197.52,5,187.64,175.24,4.0,750.56,South,Retail,249,120.06,67.58,270.32,36.02,12.4,0.0115,Jan,1,2024,Jan 2024
2024-04-09,P103,T-Shirt,Apparel,230.43,5,218.91,224.39,7.0,1532.37,East,Retail,160,156.92,61.99,433.93,28.32,-5.48,0.003,Apr,4,2024,Apr 2024
2023-04-23,P102,Organic Rice,Grocery,128.76,20,103.01,97.78,7.0,721.07,South,Retail,297,86.69,16.32,114.24,15.84,5.23,0.0121,Apr,4,2023,Apr 2023
2024-10-11,P106,Olive Oil,Grocery,26.3,20,21.04,22.69,3.0,63.12,South,Retail,238,15.49,5.55,16.65,26.38,-1.65,0.0111,Oct,10,2024,Oct 2024
2023-03-10,P103,T-Shirt,Apparel,249.01,15,211.66,208.56,3.0,634.98,South,Retail,327,182.06,29.6,88.8,13.98,3.1,0.003,Mar,3,2023,Mar 2023
2024-09-14,P100,Wireless Headphones,Electronics,129.23,10,116.31,109.72,2.0,232.62,East,Retail,57,91.02,25.29,50.58,21.74,6.59,0.0117,Sep,9,2024,Sep 2024
2023-07-05,P100,Wireless Headphones,Electronics,134.03,10,120.63,132.52,1.0,120.63,East,Retail,210,95.79,24.84,24.84,20.59,-11.89,0.0117,Jul,7,2023,Jul 2023
2023-05-10,P106,Olive Oil,Grocery,97.01,15,82.46,75.37,6.0,494.76,North,Retail,173,69.39,13.07,78.42,15.85,7.09,0.0111,May,5,2023,May 2023
2023-07-11,P105,Brake Pads,Automotive,193.97,5,184.27,182.94,6.0,1105.62,West,Retail,324,114.98,69.29,415.74,37.6,1.33,0.0115,Jul,7,2023,Jul 2023
2024-10-19,P106,Olive Oil,Grocery,162.08,20,129.66,148.92,3.0,388.98,West,Retail,208,109.96,19.7,59.1,15.19,-19.26,0.0111,Oct,10,2024,Oct 2024
2024-06-18,P104,Bluetooth Speaker,Electronics,108.89,5,103.45,113.85,2.0,206.9,West,Wholesale,261,68.93,34.52,69.04,33.37,-10.4,0.0206,Jun,6,2024,Jun 2024
2023-11-12,P106,Olive Oil,Grocery,129.53,25,97.15,100.47,6.0,582.9,North,Retail,204,80.98,16.17,97.02,16.64,-3.32,0.0111,Nov,11,2023,Nov 2023
2024-04-25,P102,Organic Rice,Grocery,96.04,0,96.04,106.19,4.0,384.16,South,Wholesale,312,62.02,34.02,136.08,35.42,-10.15,0.0121,Apr,4,2024,Apr 2024
2024-11-11,P105,Brake Pads,Automotive,212.51,0,212.51,202.05,6.0,1275.06,South,Retail,298,124.35,88.16,528.96,41.49,10.46,0.0115,Nov,11,2024,Nov 2024
2024-06-05,P106,Olive Oil,Grocery,145.58,20,116.46,116.99,2.0,232.92,North,Retail,271,89.32,27.14,54.28,23.3,-0.53,0.0111,Jun,6,2024,Jun 2024
2023-06-17,P100,Wireless Headphones,Electronics,271.39,10,244.25,258.47,4.0,977.0,South,Retail,224,158.14,86.11,344.44,35.25,-14.22,0.0117,Jun,6,2023,Jun 2023
2024-11-18,P107,Jeans,Apparel,213.67,10,192.3,204.99,4.0,769.2,South,Retail,129,123.17,69.13,276.52,35.95,-12.69,0.0022,Nov,11,2024,Nov 2024
2024-03-28,P102,Organic Rice,Grocery,53.7,0,53.7,52.65,6.0,322.2,West,Wholesale,208,35.46,18.24,109.44,33.97,1.05,0.0121,Mar,3,2024,Mar 2024
2023-04-11,P106,Olive Oil,Grocery,86.01,10,77.41,86.4,6.0,464.46,East,Wholesale,90,59.65,17.76,106.56,22.94,-8.99,0.0111,Apr,4,2023,Apr 2023
2023-02-06,P106,Olive Oil,Grocery,125.18,5,118.92,118.64,6.0,713.52,East,Wholesale,102,93.17,25.75,154.5,21.65,0.28,0.0111,Feb,2,2023,Feb 2023
2023-09-21,P105,Brake Pads,Automotive,108.35,15,92.1,92.58,6.0,552.6,West,Retail,150,70.86,21.24,127.44,23.06,-0.48,0.0115,Sep,9,2023,Sep 2023
2024-05-25,P105,Brake Pads,Automotive,261.23,20,208.98,206.23,8.0,1671.84,North,Retail,132,184.86,24.12,192.96,11.54,2.75,0.0115,May,5,2024,May 2024
2023-11-30,P101,Car Battery,Automotive,193.17,25,144.88,137.31,7.0,1014.16,North,Retail,121,143.29,1.59,11.13,1.1,7.57,0.0112,Nov,11,2023,Nov 2023
2024-03-19,P100,Wireless Headphones,Electronics,251.65,10,226.48,221.09,1.0,226.48,West,Retail,251,165.18,61.3,61.3,27.07,5.39,0.0117,Mar,3,2024,Mar 2024
2024-03-09,P100,Wireless Headphones,Electronics,275.6,15,234.26,249.12,3.0,702.78,South,Retail,236,163.49,70.77,212.31,30.21,-14.86,0.0117,Mar,3,2024,Mar 2024
2023-02-17,P101,Car Battery,Automotive,226.9,5,215.56,201.26,5.0,1077.8,East,Wholesale,167,132.46,83.1,415.5,38.55,14.3,0.0112,Feb,2,2023,Feb 2023
2023-07-06,P106,Olive Oil,Grocery,62.01,0,62.01,62.06,6.0,372.06,North,Retail,102,40.6,21.41,128.46,34.53,-0.05,0.0111,Jul,7,2023,Jul 2023
2024-12-30,P107,Jeans,Apparel,201.25,10,181.12,178.69,4.0,724.48,East,Retail,372,145.04,36.08,144.32,19.92,2.43,0.0022,Dec,12,2024,Dec 2024
2024-05-03,P106,Olive Oil,Grocery,184.59,15,156.9,154.46,2.0,313.8,East,Retail,311,129.2,27.7,55.4,17.65,2.44,0.0111,May,5,2024,May 2024
2024-05-12,P103,T-Shirt,Apparel,185.33,30,129.73,130.09,3.0,389.19,South,Retail,87,110.8,18.93,56.79,14.59,-0.36,0.003,May,5,2024,May 2024
2024-02-01,P104,Bluetooth Speaker,Electronics,201.02,10,180.92,179.4,3.0,542.76,South,Wholesale,23,114.56,66.36,199.08,36.68,1.52,0.0206,Feb,2,2024,Feb 2024
2023-01-14,P106,Olive Oil,Grocery,18.48,0,18.48,18.5,7.0,129.36,South,Retail,278,11.93,6.55,45.85,35.44,-0.02,0.0111,Jan,1,2023,Jan 2023
2023-09-13,P103,T-Shirt,Apparel,242.44,25,181.83,193.94,2.0,363.66,West,Retail,168,145.19,36.64,73.28,20.15,-12.11,0.003,Sep,9,2023,Sep 2023
2023-01-01,P105,Brake Pads,Automotive,212.8,20,170.24,185.04,4.0,680.96,South,Retail,243,155.54,14.7,58.8,8.63,-14.8,0.0115,Jan,1,2023,Jan 2023
2024-05-24,P104,Bluetooth Speaker,Electronics,187.83,20,150.26,137.81,1.0,150.26,West,Retail,264,138.34,11.92,11.92,7.93,12.45,0.0206,May,5,2024,May 2024
2023-05-12,P105,Brake Pads,Automotive,233.87,0,233.87,216.86,2.0,467.74,West,Wholesale,215,138.19,95.68,191.36,40.91,17.01,0.0115,May,5,2023,May 2023
2024-01-01,P102,Organic Rice,Grocery,59.2,10,53.28,49.61,6.0,319.68,South,Wholesale,163,35.23,18.05,108.3,33.88,3.67,0.0121,Jan,1,2024,Jan 2024
2024-09-22,P100,Wireless Headphones,Electronics,187.67,25,140.75,148.67,1.0,140.75,West,Retail,116,138.74,2.01,2.01,1.43,-7.92,0.0117,Sep,9,2024,Sep 2024
2023-08-09,P106,Olive Oil,Grocery,22.68,25,17.01,15.96,8.0,136.08,East,Retail,263,15.72,1.29,10.32,7.58,1.05,0.0111,Aug,8,2023,Aug 2023
2023-02-07,P104,Bluetooth Speaker,Electronics,322.11,10,289.9,308.17,3.0,869.7,North,Wholesale,60,186.09,103.81,311.43,35.81,-18.27,0.0206,Feb,2,2023,Feb 2023
2024-11-15,P100,Wireless Headphones,Electronics,178.32,5,169.4,188.08,3.0,508.2,East,Wholesale,200,132.34,37.06,111.18,21.88,-18.68,0.0117,Nov,11,2024,Nov 2024
2024-03-05,P100,Wireless Headphones,Electronics,191.81,10,172.63,177.84,2.0,345.26,West,Retail,244,111.12,61.51,123.02,35.63,-5.21,0.0117,Mar,3,2024,Mar 2024
2024-06-13,P105,Brake Pads,Automotive,257.21,25,192.91,182.66,7.0,1350.37,North,Retail,59,159.89,33.02,231.14,17.12,10.25,0.0115,Jun,6,2024,Jun 2024
2024-07-31,P106,Olive Oil,Grocery,249.2,0,249.2,267.48,4.0,996.8,East,Retail,209,171.12,78.08,312.32,31.33,-18.28,0.0111,Jul,7,2024,Jul 2024
2024-12-03,P103,T-Shirt,Apparel,142.77,20,114.22,107.02,4.0,456.88,East,Retail,192,96.14,18.08,72.32,15.83,7.2,0.003,Dec,12,2024,Dec 2024
2024-07-13,P104,Bluetooth Speaker,Electronics,176.2,30,123.34,136.88,3.0,370.02,South,Retail,173,125.58,-2.24,-6.72,-1.82,-13.54,0.0206,Jul,7,2024,Jul 2024
2023-08-19,P101,Car Battery,Automotive,194.0,15,164.9,162.62,4.0,659.6,West,Retail,298,128.78,36.12,144.48,21.9,2.28,0.0112,Aug,8,2023,Aug 2023
2023-08-16,P107,Jeans,Apparel,227.16,5,215.8,239.47,4.0,863.2,East,Wholesale,125,131.31,84.49,337.96,39.15,-23.67,0.0022,Aug,8,2023,Aug 2023
2023-06-13,P107,Jeans,Apparel,224.44,0,224.44,240.17,5.0,1122.2,West,Retail,219,158.24,66.2,331.0,29.5,-15.73,0.0022,Jun,6,2023,Jun 2023
2023-07-24,P103,T-Shirt,Apparel,286.25,5,271.94,307.25,7.0,1903.58,West,Retail,286,197.51,74.43,521.01,27.37,-35.31,0.003,Jul,7,2023,Jul 2023
2023-01-20,P104,Bluetooth Speaker,Electronics,211.44,5,200.87,214.61,2.0,401.74,North,Retail,167,121.53,79.34,158.68,39.5,-13.74,0.0206,Jan,1,2023,Jan 2023
2023-12-26,P101,Car Battery,Automotive,255.49,10,229.94,207.0,4.0,919.76,West,Retail,53,142.59,87.35,349.4,37.99,22.94,0.0112,Dec,12,2023,Dec 2023
2024-09-18,P105,Brake Pads,Automotive,223.75,10,201.38,213.48,6.0,1208.28,West,Wholesale,189,149.98,51.4,308.4,25.52,-12.1,0.0115,Sep,9,2024,Sep 2024
2024-08-15,P107,Jeans,Apparel,271.27,15,230.58,236.16,1.0,230.58,East,Retail,136,192.36,38.22,38.22,16.58,-5.58,0.0022,Aug,8,2024,Aug 2024
2024-10-05,P100,Wireless Headphones,Electronics,210.67,30,147.47,158.17,1.0,147.47,East,Retail,231,124.35,23.12,23.12,15.68,-10.7,0.0117,Oct,10,2024,Oct 2024
2024-03-16,P107,Jeans,Apparel,190.6,10,171.54,166.4,3.0,514.62,South,Retail,187,138.65,32.89,98.67,19.17,5.14,0.0022,Mar,3,2024,Mar 2024
2024-10-11,P103,T-Shirt,Apparel,245.05,30,171.54,177.14,3.0,514.62,West,Retail,148,158.7,12.84,38.52,7.49,-5.6,0.003,Oct,10,2024,Oct 2024
2024-10-17,P101,Car Battery,Automotive,220.05,15,187.04,175.62,5.0,561.12,West,Retail,106,134.46,52.58,262.9,28.11,11.42,0.0112,Oct,10,2024,Oct 2024
2023-07-03,P107,Jeans,Apparel,184.88,0,184.88,186.4,5.0,924.4,West,Retail,209,130.29,54.59,272.95,29.53,-1.52,0.0022,Jul,7,2023,Jul 2023
2023-04-17,P107,Jeans,Apparel,263.29,10,236.96,220.5,9.0,2132.64,North,Retail,272,169.74,67.22,604.98,28.37,16.46,0.0022,Apr,4,2023,Apr 2023
2023-09-27,P107,Jeans,Apparel,114.01,20,91.21,93.33,4.0,364.84,West,Retail,159,65.68,25.53,102.12,27.99,-2.12,0.0022,Sep,9,2023,Sep 2023
2023-04-06,P103,T-Shirt,Apparel,304.38,15,258.72,253.05,2.0,517.44,East,Retail,130,188.24,70.48,140.96,27.24,5.67,0.003,Apr,4,2023,Apr 2023
2024-10-26,P101,Car Battery,Automotive,198.79,30,139.15,148.51,4.0,556.6,East,Wholesale,309,148.18,-9.03,-36.12,-6.49,-9.36,0.0112,Oct,10,2024,Oct 2024
2024-11-28,P106,Olive Oil,Grocery,107.53,0,107.53,105.02,5.0,537.65,South,Retail,228,79.91,27.62,138.1,25.69,2.51,0.0111,Nov,11,2024,Nov 2024
2024-01-03,P106,Olive Oil,Grocery,103.83,20,83.06,78.74,5.0,415.3,North,Retail,83,59.45,23.61,118.05,28.43,4.32,0.0111,Jan,1,2024,Jan 2024
2023-01-18,P105,Brake Pads,Automotive,245.82,10,221.24,250.42,2.0,442.48,West,Retail,225,156.8,64.44,128.88,29.13,-29.18,0.0115,Jan,1,2023,Jan 2023
2023-09-29,P100,Wireless Headphones,Electronics,209.15,0,209.15,216.9,3.0,627.45,West,Retail,33,152.46,56.69,170.07,27.1,-7.75,0.0117,Sep,9,2023,Sep 2023
2023-03-25,P104,Bluetooth Speaker,Electronics,171.27,20,137.02,156.4,1.0,137.02,South,Wholesale,180,125.71,11.31,11.31,8.25,-19.38,0.0206,Mar,3,2023,Mar 2023
2023-07-26,P101,Car Battery,Automotive,202.48,0,202.48,196.21,4.0,809.92,North,Retail,215,127.32,75.16,300.64,37.12,6.27,0.0112,Jul,7,2023,Jul 2023
2023-08-17,P102,Organic Rice,Grocery,27.5,15,23.38,21.65,2.0,46.76,East,Retail,282,16.74,6.64,13.28,28.4,1.73,0.0121,Aug,8,2023,Aug 2023
2024-07-07,P104,Bluetooth Speaker,Electronics,184.55,5,175.32,170.24,2.0,350.64,West,Retail,126,106.47,68.85,137.7,39.27,5.08,0.0206,Jul,7,2024,Jul 2024
2023-01-26,P103,T-Shirt,Apparel,204.3,0,204.3,226.72,5.0,1021.5,East,Retail,113,114.48,89.82,449.1,43.96,-22.42,0.003,Jan,1,2023,Jan 2023
2024-11-05,P102,Organic Rice,Grocery,82.32,25,61.74,64.23,7.0,432.18,South,Retail,133,60.36,1.38,9.66,2.24,-2.49,0.0121,Nov,11,2024,Nov 2024
2023-08-02,P104,Bluetooth Speaker,Electronics,203.9,20,163.12,161.24,4.0,652.48,South,Retail,66,137.84,25.28,101.12,15.5,1.88,0.0206,Aug,8,2023,Aug 2023
2024-04-28,P103,T-Shirt,Apparel,296.47,5,281.65,292.65,3.0,844.95,South,Retail,166,213.13,68.52,205.56,24.33,-11.0,0.003,Apr,4,2024,Apr 2024
2024-09-16,P100,Wireless Headphones,Electronics,254.85,10,229.36,247.1,1.0,229.36,West,Retail,226,169.57,59.79,59.79,26.07,-17.74,0.0117,Sep,9,2024,Sep 2024
2024-11-20,P100,Wireless Headphones,Electronics,231.28,10,208.15,228.47,4.0,832.6,West,Retail,50,149.03,59.12,236.48,28.4,-20.32,0.0117,Nov,11,2024,Nov 2024
2024-01-29,P100,Wireless Headphones,Electronics,164.15,10,147.74,169.03,3.0,443.22,South,Retail,295,115.82,31.92,95.76,21.61,-21.29,0.0117,Jan,1,2024,Jan 2024
2024-04-04,P107,Jeans,Apparel,220.62,15,187.53,174.27,3.0,562.59,South,Retail,308,158.68,28.85,86.55,15.38,13.26,0.0022,Apr,4,2024,Apr 2024
2023-07-07,P104,Bluetooth Speaker,Electronics,130.54,30,91.38,94.1,6.0,548.28,North,Retail,384,87.29,4.09,24.54,4.48,-2.72,0.0206,Jul,7,2023,Jul 2023
2023-01-13,P106,Olive Oil,Grocery,84.55,10,76.1,74.53,2.0,152.2,South,Wholesale,241,56.64,19.46,38.92,25.57,1.57,0.0111,Jan,1,2023,Jan 2023
2023-03-21,P100,Wireless Headphones,Electronics,164.05,20,131.24,137.68,2.0,262.48,West,Retail,268,116.22,15.02,30.04,11.44,-6.44,0.0117,Mar,3,2023,Mar 2023
2023-11-24,P103,T-Shirt,Apparel,231.86,20,185.49,198.88,9.0,1669.41,North,Retail,280,161.86,23.63,212.67,12.74,-13.39,0.003,Nov,11,2023,Nov 2023
2023-11-12,P103,T-Shirt,Apparel,166.48,25,124.86,121.68,7.0,874.02,West,Retail,137,105.97,18.89,132.23,15.13,3.18,0.003,Nov,11,2023,Nov 2023
2024-02-20,P104,Bluetooth Speaker,Electronics,200.55,30,140.38,146.58,2.0,280.76,North,Retail,248,120.62,19.76,39.52,14.08,-6.2,0.0206,Feb,2,2024,Feb 2024
2023-05-26,P107,Jeans,Apparel,161.76,0,161.76,165.75,2.0,323.52,West,Retail,151,97.75,64.01,128.02,39.57,-3.99,0.0022,May,5,2023,May 2023
2024-05-02,P100,Wireless Headphones,Electronics,155.41,20,124.33,125.2,1.0,124.33,West,Retail,262,92.07,32.26,32.26,25.95,-0.87,0.0117,May,5,2024,May 2024
2023-12-16,P100,Wireless Headphones,Electronics,291.53,5,276.95,260.22,2.0,553.9,East,Retail,212,177.48,99.47,198.94,35.92,16.73,0.0117,Dec,12,2023,Dec 2023
2024-04-11,P104,Bluetooth Speaker,Electronics,216.65,15,184.15,208.33,1.0,184.15,West,Retail,158,121.21,62.94,62.94,34.18,-24.18,0.0206,Apr,4,2024,Apr 2024
2023-11-16,P107,Jeans,Apparel,209.41,0,209.41,221.01,4.0,837.64,West,Retail,148,133.33,76.08,304.32,36.33,-11.6,0.0022,Nov,11,2023,Nov 2023
2023-01-18,P103,T-Shirt,Apparel,134.86,10,121.37,121.94,8.0,970.96,West,Retail,78,96.02,25.35,202.8,20.89,-0.57,0.003,Jan,1,2023,Jan 2023
2023-12-24,P102,Organic Rice,Grocery,57.34,0,57.34,63.0,6.0,344.04,West,Retail,301,32.98,24.36,146.16,42.48,-5.66,0.0121,Dec,12,2023,Dec 2023
2023-11-11,P107,Jeans,Apparel,121.13,25,90.85,103.36,7.0,635.95,South,Retail,202,82.03,8.82,61.74,9.71,-12.51,0.0022,Nov,11,2023,Nov 2023
2023-05-27,P102,Organic Rice,Grocery,117.91,10,106.12,104.56,4.0,424.48,East,Retail,222,71.8,34.32,137.28,32.34,1.56,0.0121,May,5,2023,May 2023
2023-08-30,P102,Organic Rice,Grocery,139.94,10,125.95,139.18,4.0,503.8,South,Retail,169,94.29,31.66,126.64,25.14,-13.23,0.0121,Aug,8,2023,Aug 2023
2024-02-25,P107,Jeans,Apparel,231.04,20,184.83,191.89,5.0,924.15,North,Retail,85,169.66,15.17,75.85,8.21,-7.06,0.0022,Feb,2,2024,Feb 2024
2023-04-02,P103,T-Shirt,Apparel,164.46,10,148.01,169.91,3.0,444.03,East,Retail,218,110.48,37.53,112.59,25.36,-21.9,0.003,Apr,4,2023,Apr 2023
2023-02-03,P104,Bluetooth Speaker,Electronics,156.57,15,133.08,148.19,2.0,266.16,North,Wholesale,276,108.0,25.08,50.16,18.85,-15.11,0.0206,Feb,2,2023,Feb 2023
2024-12-07,P105,Brake Pads,Automotive,181.06,20,144.85,158.4,7.0,1013.95,North,Retail,104,105.75,39.1,273.7,26.99,-13.55,0.0115,Dec,12,2024,Dec 2024
2023-07-02,P104,Bluetooth Speaker,Electronics,113.88,15,96.8,104.48,1.0,96.8,North,Retail,210,80.01,16.79,16.79,17.35,-7.68,0.0206,Jul,7,2023,Jul 2023
2024-07-29,P104,Bluetooth Speaker,Electronics,244.12,15,207.5,213.18,3.0,622.5,North,Retail,170,158.65,48.85,146.55,23.54,-5.68,0.0206,Jul,7,2024,Jul 2024
2023-02-09,P100,Wireless Headphones,Electronics,238.1,15,202.38,217.57,3.0,607.14,West,Retail,144,176.71,25.67,77.01,12.68,-15.19,0.0117,Feb,2,2023,Feb 2023
2023-11-10,P106,Olive Oil,Grocery,139.31,10,125.38,124.05,3.0,376.14,South,Retail,218,79.73,45.65,136.95,36.41,1.33,0.0111,Nov,11,2023,Nov 2023
2023-08-09,P101,Car Battery,Automotive,205.62,10,185.06,186.23,7.0,1295.42,East,Retail,63,127.62,57.44,402.08,31.04,-1.17,0.0112,Aug,8,2023,Aug 2023
2023-08-09,P102,Organic Rice,Grocery,54.48,20,43.58,48.55,2.0,87.16,East,Wholesale,269,36.17,7.41,14.82,17.0,-4.97,0.0121,Aug,8,2023,Aug 2023
2023-02-06,P105,Brake Pads,Automotive,222.59,0,222.59,255.9,8.0,1780.72,West,Retail,300,147.67,74.92,599.36,33.66,-33.31,0.0115,Feb,2,2023,Feb 2023
2024-12-07,P103,T-Shirt,Apparel,91.05,15,77.39,86.91,5.0,386.95,East,Retail,285,54.7,22.69,113.45,29.32,-9.52,0.003,Dec,12,2024,Dec 2024
2024-07-07,P101,Car Battery,Automotive,179.89,30,125.92,131.2,6.0,755.52,South,Retail,214,133.12,-7.2,-43.2,-5.72,-5.28,0.0112,Jul,7,2024,Jul 2024
2023-03-20,P101,Car Battery,Automotive,161.35,20,129.08,141.78,6.0,774.48,West,Retail,223,104.87,24.21,145.26,18.76,-12.7,0.0112,Mar,3,2023,Mar 2023
2024-05-17,P102,Organic Rice,Grocery,129.22,20,103.38,99.14,4.0,413.52,South,Retail,288,74.04,29.34,117.36,28.38,4.24,0.0121,May,5,2024,May 2024
2024-10-13,P105,Brake Pads,Automotive,193.59,25,145.19,148.09,5.0,725.95,East,Retail,158,115.76,29.43,147.15,20.27,-2.9,0.0115,Oct,10,2024,Oct 2024
2023-12-04,P105,Brake Pads,Automotive,239.21,5,227.25,223.52,7.0,1590.75,South,Retail,253,174.72,52.53,367.71,23.12,3.73,0.0115,Dec,12,2023,Dec 2023
2024-08-18,P100,Wireless Headphones,Electronics,189.26,0,189.26,204.44,1.0,189.26,East,Retail,254,108.75,80.51,80.51,42.54,-15.18,0.0117,Aug,8,2024,Aug 2024
2023-10-10,P101,Car Battery,Automotive,236.32,0,236.32,222.96,7.0,1654.24,East,Retail,155,148.58,87.74,614.18,37.13,13.36,0.0112,Oct,10,2023,Oct 2023
2023-08-27,P104,Bluetooth Speaker,Electronics,169.42,5,160.95,184.13,1.0,160.95,North,Retail,175,112.81,48.14,48.14,29.91,-23.18,0.0206,Aug,8,2023,Aug 2023
2023-11-13,P106,Olive Oil,Grocery,89.42,15,76.01,69.81,9.0,684.09,North,Retail,250,60.45,15.56,140.04,20.47,6.2,0.0111,Nov,11,2023,Nov 2023
2024-02-28,P107,Jeans,Apparel,232.55,25,174.41,199.72,7.0,1220.87,West,Wholesale,186,170.38,4.03,28.21,2.31,-25.31,0.0022,Feb,2,2024,Feb 2024
2023-04-01,P106,Olive Oil,Grocery,159.95,15,135.96,125.25,5.0,679.8,South,Retail,173,98.71,37.25,186.25,27.4,10.71,0.0111,Apr,4,2023,Apr 2023
2023-12-07,P103,T-Shirt,Apparel,140.1,5,133.1,124.03,6.0,798.6,North,Retail,154,83.92,49.18,295.08,36.95,9.07,0.003,Dec,12,2023,Dec 2023
2024-08-07,P107,Jeans,Apparel,206.48,10,185.83,182.36,3.0,557.49,West,Retail,273,134.23,51.6,154.8,27.77,3.47,0.0022,Aug,8,2024,Aug 2024
2023-11-30,P107,Jeans,Apparel,250.87,0,250.87,241.35,9.0,2257.83,North,Retail,265,157.47,93.4,840.6,37.23,9.52,0.0022,Nov,11,2023,Nov 2023
2024-12-09,P106,Olive Oil,Grocery,98.99,30,69.29,77.15,7.0,485.03,South,Retail,257,72.02,-2.73,-19.11,-3.94,-7.86,0.0111,Dec,12,2024,Dec 2024
2024-12-23,P107,Jeans,Apparel,223.4,15,189.89,211.28,3.0,569.67,North,Wholesale,191,125.81,64.08,192.24,33.75,-21.39,0.0022,Dec,12,2024,Dec 2024
2023-09-01,P101,Car Battery,Automotive,283.01,15,240.56,269.1,8.0,1924.48,North,Retail,233,188.13,52.43,419.44,21.79,-28.54,0.0112,Sep,9,2023,Sep 2023
2023-01-18,P106,Olive Oil,Grocery,89.57,0,89.57,86.28,7.0,626.99,North,Retail,205,60.29,29.28,204.96,32.69,3.29,0.0111,Jan,1,2023,Jan 2023
2024-05-24,P100,Wireless Headphones,Electronics,175.31,5,166.54,153.63,2.0,333.08,West,Retail,222,99.6,66.94,133.88,40.19,12.91,0.0117,May,5,2024,May 2024
2024-10-04,P106,Olive Oil,Grocery,116.08,15,98.67,98.66,5.0,493.35,North,Retail,195,78.89,19.78,98.9,20.05,0.01,0.0111,Oct,10,2024,Oct 2024
2023-02-26,P102,Organic Rice,Grocery,110.78,15,94.16,95.7,5.0,470.8,South,Retail,296,64.29,29.87,149.35,31.72,-1.54,0.0121,Feb,2,2023,Feb 2023
2023-10-06,P106,Olive Oil,Grocery,137.98,0,137.98,144.72,3.0,413.94,East,Wholesale,331,80.78,57.2,171.6,41.46,-6.74,0.0111,Oct,10,2023,Oct 2023
